,Company,Bar_name,Review_update,Review_date,Cocoa_percentage,Company_location,Quality,Bean_type,Beans_location,Quality(round)
1372,Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75.0,U.S.A.,3.75,,Ecuador,3
1373,Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85.0,U.S.A.,3.5,,Ecuador,3
1374,Ritual,"Mid Mountain, 2014",1466,2015,70.0,U.S.A.,3.5,Blend, ,3
1375,Ritual,"Toledo District, Maya",1089,2013,75.0,U.S.A.,3.75,Trinitario,Belize,3
1376,Ritual,"Maranon, Cajamarca",1181,2013,75.0,U.S.A.,3.0,Forastero (Nacional),Peru,5
1377,Ritual,Sambirano,891,2012,75.0,U.S.A.,4.0,Trinitario,Madagascar,5
1378,Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75.0,U.S.A.,3.25,Nacional (Arriba),Ecuador,3
1379,Ritual,Gran Couva,979,2012,75.0,U.S.A.,3.5,Trinitario,Trinidad,3
1380,Ritual,Costa Rica,745,2011,75.0,U.S.A.,3.5,,Costa Rica,3
1381,Roasting Masters,"La Dorado, light roast",1844,2016,70.0,South Korea,3.25,,Costa Rica,3
1382,Roasting Masters,"Tapanti, light roast",1844,2016,70.0,South Korea,3.25,,Costa Rica,3
1383,Roasting Masters,Maleku,1844,2016,70.0,South Korea,3.25,,Costa Rica,3
1384,Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75.0,Madagascar,3.25,Trinitario,Madagascar,3
1385,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68.0,Madagascar,3.25,Trinitario,Madagascar,3
1386,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66.0,U.K.,3.5,Trinitario,Grenada,3
1387,Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75.0,U.S.A.,3.75,,Honduras,3
1388,Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70.0,U.S.A.,3.75,,Venezuela,3
1389,Rogue,"Tranquilidad, Batch 1",1566,2015,75.0,U.S.A.,3.25,,Bolivia,3
1390,Rogue,Porcelana,1209,2014,80.0,U.S.A.,3.75,Criollo,Venezuela,3
1391,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70.0,U.S.A.,3.5,Trinitario,Madagascar,3
1392,Rogue,"Hispaniola, 2013",1081,2013,70.0,U.S.A.,3.5,,Dominican Republic,3
1393,Rogue,"Silvestre, Batch 7, 2013",1081,2013,75.0,U.S.A.,4.0,,Bolivia,5
1394,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75.0,U.S.A.,3.75,Trinitario,Jamaica,3
1395,Rogue,"Camino Verde P., Balao, Guayas",979,2012,75.0,U.S.A.,3.75,Nacional (Arriba),Ecuador,3
1396,Rogue,"Silvestre, Batch 1, 2011",793,2011,75.0,U.S.A.,3.0,Criollo,Bolivia,5
1397,Rogue,Piura,565,2010,75.0,U.S.A.,3.75,,Peru,3
1398,Rogue,Rio Caribe,327,2009,70.0,U.S.A.,3.5,Trinitario,Venezuela,3
1399,Rogue,"Hispaniola, 2008",213,2008,70.0,U.S.A.,2.75,,Dominican Republic,2
1400,Rogue,Jamaica,213,2008,70.0,U.S.A.,2.75,Trinitario,Jamaica,2
1401,Rogue,"Sambirano, 2008",213,2008,70.0,U.S.A.,2.75,Trinitario,Madagascar,2
1402,Rogue,Trinidad,213,2008,70.0,U.S.A.,3.0,Trinitario,Trinidad,5
1403,Rozsavolgyi,Sur del Lago,809,2012,84.0,Hungary,2.5,,Venezuela,2
1404,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76.0,Hungary,2.25,Trinitario,Venezuela,2
1405,Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72.0,Hungary,2.5,Trinitario,Madagascar,2
1406,Rozsavolgyi,Carenero Superior,713,2011,73.0,Hungary,3.5,Criollo,Venezuela,3
1407,Rozsavolgyi,Porcelana,717,2011,71.0,Hungary,2.5,,Venezuela,2
1408,Rozsavolgyi,"Aragua, Trincheras",717,2011,70.0,Hungary,3.5,,Venezuela,3
1409,Rozsavolgyi,Principe,765,2011,77.0,Hungary,2.75,Forastero,Principe,2
1410,S.A.I.D.,Malgascio,607,2010,64.0,Italy,3.5,Trinitario,Madagascar,3
1411,S.A.I.D.,100 percent,615,2010,100.0,Italy,1.5,, ,1
1412,S.A.I.D.,Samana,615,2010,70.0,Italy,3.0,,Dominican Republic,5
1413,S.A.I.D.,Arawak,615,2010,72.0,Italy,3.5,,Carribean,3
1414,S.A.I.D.,Latino,615,2010,72.0,Italy,3.5,, ,3
1415,Sacred,Midnight,813,2012,83.0,U.S.A.,2.75,,Central and S. America,2
1416,Sacred,Twilight,813,2012,69.0,U.S.A.,3.25,,Central and S. America,3
1417,Salgado,Bahia Superior,288,2008,70.0,Argentina,3.5,Forastero,Brazil,3
1418,Salgado,Esmeraldas,288,2008,70.0,Argentina,3.5,Forastero (Nacional),Ecuador,3
1419,Salgado,Carenero Superior,288,2008,70.0,Argentina,3.5,Trinitario,Venezuela,3
1420,Salgado,Rio Arriba,292,2008,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador,3
1421,Santander (Compania Nacional),Colombian 2008,404,2009,75.0,Colombia,2.75,Forastero (Nacional),Colombia,2
1422,Santander (Compania Nacional),Colombian w/ nibs,414,2009,70.0,Colombia,3.0,Forastero (Nacional),Colombia,5
1423,Santander (Compania Nacional),Colombian Semi Dark,32,2006,53.0,Colombia,2.0,Forastero (Nacional),Colombia,5
1424,Santander (Compania Nacional),Colombian,32,2006,65.0,Colombia,3.0,Forastero (Nacional),Colombia,5
1425,Santander (Compania Nacional),Colombian Dark,32,2006,70.0,Colombia,4.0,Forastero (Nacional),Colombia,5
1426,Santome,Sao Tome,761,2011,70.0,France,2.75,Forastero,Sao Tome,2
1427,Scharffen Berger,San Juan de Cheni,959,2012,78.0,U.S.A.,4.0,,Peru,5
1428,Scharffen Berger,Markham Valley,781,2011,68.0,U.S.A.,3.75,,Papua New Guinea,3
1429,Scharffen Berger,Camahogne,464,2010,68.0,U.S.A.,3.5,Trinitario,Grenada,3
1430,Scharffen Berger,Amina,464,2010,65.0,U.S.A.,3.75,"Trinitario, Criollo",Madagascar,3
1431,Scharffen Berger,Tome Acu,336,2009,68.0,U.S.A.,3.75,,Brazil,3
1432,Scharffen Berger,Asante,336,2009,65.0,U.S.A.,4.0,Forastero,Ghana,5
1433,Scharffen Berger,Ben Tre,445,2009,72.0,U.S.A.,3.75,Trinitario,Vietnam,3
1434,Scharffen Berger,Finisterra,227,2008,72.0,U.S.A.,3.0,Blend,"Ven., Trinidad, Mad.",5
1435,Scharffen Berger,Las Islas,117,2007,72.0,U.S.A.,3.0,Blend,Carribean(DR/Jam/Tri),5
1436,Scharffen Berger,Nibby,135,2007,62.0,U.S.A.,3.0,, ,5
1437,Scharffen Berger,Cuyagua,135,2007,75.0,U.S.A.,3.75,,Venezuela,3
1438,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,75.0,U.S.A.,3.0,Blend,Carribean,5
1439,Scharffen Berger,Extra Dark,15,2006,82.0,U.S.A.,2.0,, ,5
1440,Scharffen Berger,Bittersweet,15,2006,70.0,U.S.A.,3.5,Blend, ,3
1441,Scharffen Berger,Kumasi Sambirano,40,2006,68.0,U.S.A.,2.0,Blend,Ghana & Madagascar,5
1442,Scharffen Berger,Jamaica a l'ancienne,56,2006,70.0,U.S.A.,2.0,Trinitario,Jamaica,5
1443,Scharffen Berger,Semisweet,56,2006,62.0,U.S.A.,3.0,Blend, ,5
1444,Seaforth,Dominican Republic,1658,2015,70.0,U.K.,2.75,,Domincan Republic,2
1445,Seaforth,Grenada,1658,2015,70.0,U.K.,2.75,,Grenada,2
1446,Shark Mountain,Jamaica,1450,2015,72.0,U.S.A.,3.25,Trinitario,Jamaica,3
1447,Shark Mountain,Papua New Guinea,1450,2015,73.0,U.S.A.,3.5,Forastero,Papua New Guinea,3
1448,Shark Mountain,Cuyagua,1466,2015,77.0,U.S.A.,2.75,Criollo,Venezuela,2
1449,Shark Mountain,ROIG,1466,2015,74.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,3
1450,Shark Mountain,Ecuador,1335,2014,75.0,U.S.A.,3.0,Trinitario,Ecuador,5
1451,Shark Mountain,"Belize, 2013",1335,2014,72.0,U.S.A.,3.25,"Criollo, Trinitario",Belize,3
1452,Shark's,Hilo,713,2011,73.0,U.S.A.,2.0,,Hawaii,5
1453,Shark's,"Hilo, w/ added cocoa butter",721,2011,73.0,U.S.A.,2.5,,Hawaii,2
1454,Shattel,Tingo Maria,1884,2016,70.0,Peru,3.25,,Peru,3
1455,Shattell,Porcelana,757,2011,75.0,Peru,3.5,Criollo,Peru,3
1456,Sibu,Oro,1586,2015,82.0,Costa Rica,3.25,,Costa Rica,3
1457,Sibu,Oscuro,1586,2015,70.0,Costa Rica,3.5,,Costa Rica,3
1458,Sibu Sura,Peru,911,2012,70.0,U.S.A.,2.5,,Peru,2
1459,Silvio Bessone,Maya Belize,717,2011,67.0,Italy,3.0,Criollo,Belize,5
1460,Silvio Bessone,"Trintade, Sao Tome",725,2011,65.0,Italy,3.25,Forastero,Sao Tome,3
1461,Silvio Bessone,"Bahia, Scavina",729,2011,60.0,Italy,3.25,Trinitario,Brazil,3
1462,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,68.0,Italy,3.0,"Criollo, Trinitario",Colombia,5
1463,Sirene,Wild Bolivia,1788,2016,73.0,Canada,3.5,,Bolivia,3
1464,Sirene,Kokoa Kamili Coop,1856,2016,73.0,Canada,3.5,,Tanzania,3
1465,Sirene,"Esmeraldas, Salazar Farm",1860,2016,73.0,Canada,3.75,,Ecuador,3
1466,Sirene,"Somia Plantation, 2012",1502,2015,100.0,Canada,3.0,Trinitario,Madagascar,5
1467,Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,100.0,Canada,3.0,,Ecuador,5
1468,Sirene,Lachua w/ cane sugar,1614,2015,73.0,Canada,3.0,,Guatemala,5
1469,Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,73.0,Canada,3.25,,Guatemala,3
1470,Sirene,Pisa,1650,2015,73.0,Canada,3.25,,Haiti,3
1471,Sirene,"Somia Plantation, 2012",1339,2014,67.0,Canada,3.75,Trinitario,Madagascar,3
1472,Sirene,"Somia Plantation, 2012",1339,2014,73.0,Canada,3.75,Trinitario,Madagascar,3
1473,Sirene,"Camino Verde P., Balao, Guayas",1343,2014,73.0,Canada,3.75,,Ecuador,3
1474,Sjolinds,Ghana,1454,2015,70.0,U.S.A.,2.75,Forastero,Ghana,2
1475,Sjolinds,Nicaragua,1462,2015,72.0,U.S.A.,3.0,,Nicaragua,5
1476,"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70.0,Australia,3.5,,Dominican Republic,3
1477,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70.0,Australia,3.75,Criollo,Venezuela,3
1478,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70.0,Australia,4.0,Criollo,Ecuador,5
1479,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70.0,Australia,3.75,,Belize,3
1480,"Smooth Chocolator, The",Tien Giang,1864,2016,70.0,Australia,3.0,Trinitario,Vietnam,5
1481,"Smooth Chocolator, The",Australia,1864,2016,67.0,Australia,3.75,,Australia,3
1482,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70.0,Australia,3.25,,Guatemala,3
1483,"Smooth Chocolator, The",Akesson's Estate,1618,2015,65.0,Australia,3.25,Trinitario,Madagascar,3
1484,"Smooth Chocolator, The",Akesson's Estate,1622,2015,70.0,Australia,3.5,Trinitario,Madagascar,3
1485,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,67.0,Australia,3.75,,Tanzania,3
1486,"Smooth Chocolator, The",San Juan Estate,1622,2015,70.0,Australia,3.75,Trinitario,Trinidad,3
1487,"Smooth Chocolator, The",Camino Verde,1622,2015,72.0,Australia,4.0,,Ecuador,5
1488,"Smooth Chocolator, The",Bolivia,1626,2015,72.0,Australia,2.75,,Bolivia,2
1489,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65.0,Australia,3.5,,Papua New Guinea,3
1490,"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67.0,Australia,3.0,Forastero (Nacional),Peru,5
1491,"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70.0,Australia,3.75,Trinitario,Venezuela,3
1492,Snake & Butterfly,Ghana,693,2011,67.0,U.S.A.,1.5,Forastero,Ghana,1
1493,Snake & Butterfly,Madagascar,502,2010,68.0,U.S.A.,3.0,Trinitario,Madagascar,5
1494,Snake & Butterfly,Ecuador,502,2010,68.0,U.S.A.,3.25,,Ecuador,3
1495,Sol Cacao,"Ecuador, Batch 1",1812,2016,70.0,U.S.A.,3.5,,Ecuador,3
1496,Sol Cacao,Madagascar,1518,2015,72.0,U.S.A.,3.0,Trinitario,Madagascar,5
1497,Solkiki,"Maranon, Fortunato No. 4",1840,2016,68.0,U.K.,2.75,Forastero (Nacional),Peru,2
1498,Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,85.0,U.K.,2.75,,Domincan Republic,2
1499,Solomons Gold,Solomon Island,1792,2016,70.0,New Zealand,3.25,,Solomon Islands,3
1500,Solomons Gold,Solomon Island w/ nibs,1796,2016,75.0,New Zealand,3.25,,Solomon Islands,3
1501,Solstice,Bundibugyo,1335,2014,70.0,U.S.A.,3.0,"Forastero, Trinitario",Uganda,5
1502,Solstice,Sambirano,1157,2013,70.0,U.S.A.,3.0,Trinitario,Madagascar,5
1503,Solstice,Amazonas,1157,2013,70.0,U.S.A.,3.0,,Venezuela,5
1504,Solstice,Bolivia,1161,2013,70.0,U.S.A.,3.25,,Bolivia,3
1505,Solstice,San Martin,1161,2013,70.0,U.S.A.,3.25,,Peru,3
1506,Solstice,Wasatch,1161,2013,70.0,U.S.A.,3.5,Blend, ,3
1507,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62.0,Canada,3.5,,Domincan Republic,3
1508,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70.0,Canada,3.5,Trinitario,Madagascar,3
1509,Soma,"Bahia Black, batch bra50722.1",1828,2016,70.0,Canada,3.5,Forastero (Parazinho),Brazil,3
1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75.0,Canada,3.75,,"Ven.,Ecu.,Peru,Nic.",3
1511,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70.0,Canada,3.75,Trinitario,Nicaragua,3
1512,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70.0,Canada,4.0,Trinitario,Vietnam,5
1513,Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,70.0,Canada,3.25,,Ecuador,3
1514,Soma,CSB Chama,1594,2015,70.0,Canada,3.5,Criollo,Venezuela,3
1515,Soma,Porcelana,1594,2015,75.0,Canada,4.0,,Venezuela,5
1516,Soma,"La Tronca, Matagalpa",1227,2014,70.0,Canada,3.5,,Nicaragua,3
1517,Soma,Maranon Canyon,1259,2014,70.0,Canada,3.75,Forastero (Nacional),Peru,3
1518,Soma,La Dalia,1307,2014,70.0,Canada,3.25,Trinitario,Nicaragua,3
1519,Soma,"Camino Verde P., Balao, Guayas",1307,2014,80.0,Canada,3.5,Forastero (Nacional),Ecuador,3
1520,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,70.0,Canada,3.75,Forastero (Amelonado),Vanuatu,3
1521,Soma,Little Big Man,1339,2014,70.0,Canada,3.25,Blend,Madagascar & Ecuador,3
1522,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77.0,Canada,3.75,Trinitario,Dominican Republic,3
1523,Soma,Java,1030,2013,70.0,Canada,3.25,Criollo,Indonesia,3
1524,Soma,"Apurimac, El Quinacho Co-op",1073,2013,70.0,Canada,2.75,Criollo,Peru,2
1525,Soma,"Sangre Grande P., Trinidad",1073,2013,70.0,Canada,3.75,Trinitario,Trinidad,3
1526,Soma,Chef's Blend,1077,2013,70.0,Canada,3.25,, ,3
1527,Soma,Patanemo,1077,2013,70.0,Canada,3.75,Criollo,Venezuela,3
1528,Soma,Crazy 88,1077,2013,88.0,Canada,4.0,,"Guat., D.R., Peru, Mad., PNG",5
1529,Soma,"Maracaibo, El Vigia",1077,2013,70.0,Canada,4.0,Criollo,Venezuela,5
1530,Soma,Equator,1081,2013,67.0,Canada,4.0,,"Peru, Dom. Rep",5
1531,Soma,Orinoco,1173,2013,70.0,Canada,3.25,Forastero,Venezuela,3
1532,Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70.0,Canada,4.0,Trinitario,Jamaica,5
1533,Soma,Noula Coop,817,2012,70.0,Canada,3.25,,Haiti,3
1534,Soma,O'ahu,833,2012,70.0,Canada,3.75,,Hawaii,3
1535,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,70.0,Canada,4.0,Blend,"Dom. Rep., Madagascar",5
1536,Soma,"Dancing in Your Head, 5 bean blend",867,2012,70.0,Canada,4.0,Blend,"Gre., PNG, Haw., Haiti, Mad",5
1537,Soma,Cahabon Region,951,2012,70.0,Canada,3.5,Trinitario,Guatemala,3
1538,Soma,Carenero Superior,951,2012,70.0,Canada,3.75,Trinitario,Venezuela,3
1539,Soma,Eastern Promises,967,2012,70.0,Canada,3.5,Blend,"Mad., Java, PNG",3
1540,Soma,Papua New Guinea,983,2012,85.0,Canada,3.5,Trinitario,Papua New Guinea,3
1541,Soma,"Grenada, Black Science",676,2011,70.0,Canada,2.75,Trinitario,Grenada,2
1542,Soma,"Alto Beni, Wild Bolivian",676,2011,70.0,Canada,3.5,Nacional,Bolivia,3
1543,Soma,Peruvian,676,2011,64.0,Canada,4.0,,Peru,5
1545,Soma,"Elvesia P., Black Science",682,2011,70.0,Canada,3.75,Forastero,Dominican Republic,3
1546,Soma,Chuao,688,2011,70.0,Canada,3.5,Criollo,Venezuela,3
1547,Soma,Black Science Blend 1,607,2010,70.0,Canada,3.75,"Trinitario, Nacional","DR, Ecuador, Peru",3
1548,Soma,Hispaniola,377,2009,70.0,Canada,3.0,Forastero,Dominican Republic,5
1549,Soma,Africa,377,2009,70.0,Canada,3.5,Forastero,Ghana,3
1550,Soma,Conacado,387,2009,70.0,Canada,3.0,Trinitario,Dominican Republic,5
1551,Soma,Papua New Guinea,387,2009,70.0,Canada,3.5,Trinitario,Papua New Guinea,3
1552,Soma,Madagascar,387,2009,70.0,Canada,3.75,Criollo,Madagascar,3
1553,Soma,Ocumare,387,2009,70.0,Canada,3.75,Criollo,Venezuela,3
1554,Somerville,Nicaragua,1367,2014,70.0,U.S.A.,3.25,,Nicaragua,3
1555,Somerville,"Hawaiian, Big Island",1395,2014,70.0,U.S.A.,3.5,,Hawaii,3
1556,Soul,Dominican Republic,1932,2017,70.0,Canada,3.25,,Dominican Republic,3
1557,Soul,Madagascar,1936,2017,70.0,Canada,3.5,,Madagascar,3
1558,Soul,Venezuela,1936,2017,75.0,Canada,3.5,,Venezuela,3
1559,Soul,Ecuador,1936,2017,75.0,Canada,3.25,,Ecuador,3
1560,Soul,Papua New Guinea,1936,2017,77.0,Canada,3.25,,Papua New Guinea,3
1561,Soul,Tanzania,1940,2017,80.0,Canada,3.5,,Tanzania,3
1562,Spagnvola,AgroCriso Plantation,793,2012,70.0,U.S.A.,3.0,,Dominican Republic,5
1563,Spagnvola,AgroCriso Plantation,793,2012,80.0,U.S.A.,3.0,,Dominican Republic,5
1564,Spagnvola,AgroCriso Plantation,793,2012,75.0,U.S.A.,3.25,,Dominican Republic,3
1565,Spencer,Dominican Republic,1932,2017,70.0,U.S.A.,3.75,,Dominican Republic,3
1566,Spencer,Ecuador,1932,2017,70.0,U.S.A.,3.5,,Ecuador,3
1567,Spencer,Peru,1932,2017,70.0,U.S.A.,2.75,,Peru,2
1568,Spencer,"Dominican Republic, lot D82R",1792,2016,70.0,Australia,3.5,,Domincan Republic,3
1569,Spencer,"Ecuador, lot E432314L",1792,2016,70.0,Australia,3.75,,Ecuador,3
1570,Spencer,"Madagascar, lot M0403R",1792,2016,70.0,Australia,3.75,,Madagascar,3
1571,Spencer,Malekula Island,1434,2014,72.0,Australia,2.75,Trinitario,Vanuatu,2
1572,Sprungli (Felchlin),Alto Beni,1057,2013,70.0,Switzerland,3.0,Criollo,Bolivia,5
1573,SRSLY,Dominican Republic,1113,2013,70.0,U.S.A.,3.0,,Dominican Republic,5
1574,SRSLY,Dominican Republic,1121,2013,84.0,U.S.A.,2.25,,Dominican Republic,2
1575,Starchild,"Bolivar, Arriba",1634,2015,70.0,U.S.A.,3.0,Forastero (Nacional),Ecuador,5
1576,Starchild,Hispaniola,1692,2015,70.0,U.S.A.,3.0,,Domincan Republic,5
1577,Starchild,Cacao Verapaz,1692,2015,70.0,U.S.A.,3.0,,Guatemala,5
1578,Starchild,Rio Tuma,1692,2015,70.0,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua,5
1579,Starchild,Sambirano Valley,1696,2015,70.0,U.S.A.,3.0,Trinitario,Madagascar,5
1580,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68.0,Switzerland,2.75,Trinitario,Brazil,2
1581,Stella (aka Bernrain),India,729,2011,72.0,Switzerland,3.25,,India,3
1582,Stone Grindz,"Ecuador, Midnight Dark",1291,2014,84.0,U.S.A.,3.5,,Ecuador,3
1583,Stone Grindz,"Ecuador, Twilght Dark",1291,2014,70.0,U.S.A.,3.5,,Ecuador,3
1584,StRita Supreme,"Samar, East Visayas region",939,2012,65.0,U.S.A.,2.5,,Philippines,2
1585,StRita Supreme,"Samar, East Visayas region",943,2012,70.0,U.S.A.,2.5,,Philippines,2
1586,StRita Supreme,"Samar, East Visayas region",943,2012,75.0,U.S.A.,2.75,,Philippines,2
1587,Sublime Origins,Sambirano,1157,2013,67.0,U.S.A.,2.75,Trinitario,Madagascar,2
1588,Sublime Origins,Moho Valley,1157,2013,78.0,U.S.A.,3.25,Trinitario,Belize,3
1589,Summerbird,Peru,1800,2016,61.0,Denmark,2.5,"Criollo, Trinitario",Peru,2
1590,Summerbird,Peru,1800,2016,71.0,Denmark,3.0,"Criollo, Trinitario",Peru,5
1591,Suruca Chocolate,Venezuela,1796,2016,70.0,Venezuela,2.75,,Venezuela,2
1592,Suruca Chocolate,Venezuela,1796,2016,60.0,Venezuela,3.0,,Venezuela,5
1593,Svenska Kakaobolaget,Sri Lanka,1618,2015,70.0,Sweden,2.75,"Criollo, Trinitario",Sri Lanka,2
1594,Szanto Tibor,Nacional,1668,2015,70.0,Hungary,3.25,,Ecuador,3
1595,Szanto Tibor,Baracoa,1704,2015,88.0,Hungary,3.25,Trinitario,Cuba,3
1596,Szanto Tibor,Ambolikapiky,1704,2015,70.0,Hungary,3.25,Trinitario,Madagascar,3
1597,Szanto Tibor,"Winak, Sumaco",1704,2015,70.0,Hungary,3.75,Forastero (Nacional),Ecuador,3
1598,Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70.0,Hungary,3.25,Trinitario,Vietnam,3
1599,Szanto Tibor,"Fazenda Sempre Firme, Bahia",1708,2015,70.0,Hungary,3.5,Forastero (Parazinho),Brazil,3
1600,Szanto Tibor,Porcelana,1263,2014,70.0,Hungary,3.5,Criollo,Venezuela,3
1601,Szanto Tibor,Baracoa,1263,2014,70.0,Hungary,3.75,Trinitario,Cuba,3
1602,Szanto Tibor,"Autumn, Primary Harvest, 2012",1185,2013,70.0,Hungary,3.5,Criollo,Madagascar,3
1603,Szanto Tibor,"Spring, Secondary Harvest, 2012",1185,2013,70.0,Hungary,3.5,Criollo,Madagascar,3
1604,Szanto Tibor,Cacao Blanco,1193,2013,70.0,Hungary,3.25,,Nicaragua,3
1605,Szanto Tibor,Santo Domingo,939,2012,70.0,Hungary,3.25,,Dominican Republic,3
1606,Szanto Tibor,Millot Plantation,939,2012,70.0,Hungary,3.25,,Madagascar,3
1607,Szanto Tibor,"Ayacucho, ""El Guinacho""",939,2012,70.0,Hungary,3.75,,Peru,3
1608,Szanto Tibor,Crudo,761,2011,70.0,Hungary,3.0,,Venezuela,5
1609,Tabal,Costa Rica,1101,2013,70.0,U.S.A.,2.75,,Costa Rica,2
1610,Tabal,Dominican Republic,1101,2013,70.0,U.S.A.,2.75,,Dominican Republic,2
1611,Tabal,"Chiapas, Lacandon Jungle",1105,2013,70.0,U.S.A.,2.5,,Mexico,2
1612,Tabal,Peru,1105,2013,70.0,U.S.A.,3.0,,Peru,5
1613,Tablette (aka Vanillabeans),Colombia,1450,2015,70.0,Japan,3.0,,Colombia,5
1614,Tablette (aka Vanillabeans),Papua,1450,2015,62.0,Japan,3.25,,Papua New Guinea,3
1615,Tablette (aka Vanillabeans),Vietnam,1450,2015,60.0,Japan,3.25,Trinitario,Vietnam,3
1616,Tablette (aka Vanillabeans),Trinidad,1680,2015,77.0,Japan,2.75,Trinitario,Trinidad,2
1617,Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70.0,Suriname,3.25,Trinitario,Suriname,3
1618,Taza,Belize,1271,2014,68.0,U.S.A.,3.0,Trinitario,Belize,5
1619,Taza,Alto Beni,785,2011,87.0,U.S.A.,3.25,,Bolivia,3
1620,Taza,Chiapan,451,2009,75.0,U.S.A.,2.75,,Mexico,2
1621,Taza,"Dark, Stone Ground",180,2007,70.0,U.S.A.,3.0,,Dominican Republic,5
1622,TCHO,West Africa,1716,2016,62.0,U.S.A.,2.0,Forastero,West Africa,5
1623,TCHO,Peru- Ecuador,915,2012,99.0,U.S.A.,3.25,,"Peru, Ecuador",3
1624,TCHO,TCHOPro 60.5,387,2009,60.0,U.S.A.,2.75,, ,2
1625,TCHO,TCHOPro 68,387,2009,68.0,U.S.A.,3.0,, ,5
1626,TCHO,Chocolatey-beta,199,2008,70.0,U.S.A.,2.5,Forastero,Ghana,2
1627,TCHO,Fruity-beta,280,2008,70.0,U.S.A.,2.5,,Peru,2
1628,TCHO,Citrus-beta,280,2008,70.0,U.S.A.,2.75,,Madagascar,2
1629,TCHO,Nutty-beta,284,2008,70.0,U.S.A.,2.5,,Peru,2
1630,Tejas,Concepcion,801,2012,70.0,U.S.A.,2.75,,Madagascar,2
1631,Tejas,Bayou Blend,801,2012,70.0,U.S.A.,3.0,Blend,"Ecuador, Mad., PNG",5
1632,Tejas,Aranama,805,2012,70.0,U.S.A.,3.0,,Papua New Guinea,5
1633,Tejas,Presidio,805,2012,70.0,U.S.A.,3.5,,Dominican Republic,3
1634,Tejas,"La Bahia, w/ cane juice",817,2012,70.0,U.S.A.,3.25,,Ecuador,3
1635,Tejas,Capistrano,821,2012,70.0,U.S.A.,2.0,,Peru,5
1636,Tejas,"La Bahia, w/ cane sugar",825,2012,70.0,U.S.A.,3.25,,Ecuador,3
1637,Tejas,San Jose,829,2012,70.0,U.S.A.,2.75,,Bolivia,2
1638,Tejas,Capistrano*,829,2012,70.0,U.S.A.,3.0,,Madagascar,5
1639,Tejas,Espada,833,2012,70.0,U.S.A.,3.25,,Mexico,3
1640,Tejas,Espada,967,2012,70.0,U.S.A.,2.75,,Brazil,2
1641,Tejas,Concepcion*,971,2012,80.0,U.S.A.,3.0,,Venezuela,5
1642,Tejas,San Jose,971,2012,67.0,U.S.A.,3.25,,Bolivia,3
1643,Tejas,"Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70.0,U.S.A.,3.5,Forastero (Parazinho),Brazil,3
